ComplexID	Name	GeneList
6133	RFX5-RFXANK-RFXAP complex	5994, 8625, 5993
6134	Rs1 homooctamer complex	6247
6135	Ferritin complex	2512, 2495
6136	USP7-MAGEL2-TRIM27 complex	5987, 7874, 54551
6137	GM-CSF receptor complex	1437, 1438, 1439
6140	Cdt1-Geminin complex	51053, 81620
6141	CSE1L-KPNA2-RAN complex	3838, 1434, 5901
6142	KPNA2-KPNB1 complex	3838, 3837
6143	KPNB1-RAN complex	5901, 3837
6144	CENP-T-W complex	387103, 80152
6145	CENP-S-X complex	201254, 378708
6146	CENP-T-W-S-X heterotetramer complex	201254, 387103, 378708, 80152
6147	BAFL-BAF-LAP2beta complex	8815, 7112, 140836
6148	BAFL-BAF complex	8815, 140836
6149	Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic	None, None, 146059, 79711, 25842
6153	PRKAA2-PRKAB2-PRKAG3 complex	5565, 5563, 53632
6154	PRKAA1-PRKAB2-PRKAG1 complex	5565, 5571, 5562
6155	PRKAA2-PRKAB2-PRKAG1 complex	5565, 5571, 5563
6158	TRIAL-DR5 complex	8795, 8743
6159	LPP-PPP2CA-PPP2R3A complex	5515, 5523, 4026
6160	hTREX84 complex	8563, 80145, 79228, 57187, 9984, 84321
6163	BBSome	92482, 27241, 55212, 129880, 582, 123016, 585, 583
6164	ACK1 signaling complex	1398, 9564, 998, 10188
6165	BBSome core complex	27241, 55212, 582, 583
6166	BBSome linker complex	92482, 123016, 585
6167	Exocyst complex	10640, 11336, 149371, 54536, 60412, 55770, 55763, 23265
6168	Exocyst EXOC5-EXOC6 subcomplex	10640, 54536
6169	Exocyst EXOC5-EXOC6-EXOC7 subcomplex	10640, 54536, 23265
6170	Angiogenin-PRI complex	283, 6050
6173	Intraflagellar transport complex B core complex	79989, 8100, 150737, 28981, 80173, 11020, 64792, 56912, 51098, 51668
6175	Caspase-10-SUMO-FADD/Drp1 complex	10059, 8772, 843
6176	CDCP1-Src-EGFR complex	1956, 6714, 64866
6178	LUBAC complex	55072, 10616, 81858
6180	PPP2R1A-PPP2R3B complex	5518, 28227
6182	PP2A A/C-striatin complex	6801, 5518, 5515
6183	PP2A A/C-SG2NA complex	5518, 5515, 29966
6184	AuroraB-AuroraC-INCENP complex	6790, 9212, 3619
6185	GNAI1-GPSM2-SAPCD2 complex	2770, 29899, 89958
6186	ArPIKfyve-Sac3-Sph1 complex	9896, 200576, 9627
6187	STIP-USP7-Mdm2 complex	4193, 7874, None
6188	STIP-USP7-p53 complex	7157, 7874, None
6189	ArgRS-GlnRS-AIMP1 complex	5859, 5917, 9255
6190	p38gamma-Hsp90-K-Ras complex	3845, 3326, 6300
6191	IGF2-IGFBP2 complex	3481, 3485
6192	CHDH-SQSTM1-MAP1LC3 complex	8878, 55349, 84557
6193	ADAM12-alphaVbeta3-integrin-MMP-14 complex	8038, 3690, 3685, 4323
6194	B-WICH complex	4641, 8467, 23451, 7913, 2074, 10514, 9188, 9031
6195	Stargazin-AP-2-AP-3a complex	8943, 160, 10369
6196	Stargazin-Glu1-mu2 complex	2890, 1173, 10369
6197	Stargazin-Glu1-mu3 complex	2890, 10947, 10369
6198	Stargazin-Glu2A-mu2 complex	2891, 1173, 10369
6199	Stargazin-Glu2A-mu3 complex	2891, 10947, 10369
6203	TFAP2C-Myc-KDM5B complex	4609, 7022, 10765
6206	ICAT-AR-beta-catenin complex	367, 1499, 56998
6208	PNP homotrimer complex	4860
6209	MT1-G(i)-RGS20 complex	8601, 4543, 2770
6210	MT1-MT2 complex	4543, 4544
6211	RSG20-MT1-MT2 complex	8601, 4543, 4544
6212	GM130-GRASP65 complex	2801, 64689
6213	DOCK8-WIP-WASp complex	7456, 7454, 81704
6215	GATOR1 complex	9681, 8131, 10641
6216	GATOR2 complex	6396, 79726, 81929, 84219, 54468
6217	GATOR complex	9681, 6396, 8131, 79726, 10641, 81929, 84219, 54468
6218	POL2R-SYMPK-SSU72 complex	5430, 8189, 29101
6219	DGKZ-RASGRP1-HRAS complex	10125, 3265, 8525
6220	HDAC10-PAX3-KAP1 complex	5077, 10155, 83933
6223	CCM2-ICAP1-KRIT1 complex	889, 9270, 83605
6224	CCM2-KRIT1-MEKK3 complex	889, 4215, 83605
6226	Rab11a-FIP3-DLIC-1 complex	8766, 51143, 8517
6229	ATG13-RB1CC1-ULK1 complex	9776, 8408, 9821
6230	ATG13-RB1CC1-ULK2 complex	9776, 9706, 9821
6232	ATG101-ATG13-RB1CC1-ULK1 complex	9776, 8408, 9821, 60673
6233	Ubiquitin E3 ligase (CUL3, KLHL3, WNK1)	8452, 65125, 26249
6235	c-Fos-c-Jun-SAF-1 complex	2353, 3725, 4150
6236	Dynein-2 complex, cytoplasmic	6990, 8655, 6993, 23386, 79659, 51626, 83657, 55112, 255758, 89891, 140735, 83658
6237	AJUBA-GFI1-HDAC1 complex	3065, 84962, 2672
6238	DHDDS-NUS1 complex	79947, 116150
6242	14-3-3q-SGK1-tau complex	6446, 4137, 10971
6243	AJUBA-GFI1-HDAC2 complex	3066, 84962, 2672
6244	AJUBA-GFI1-HDAC3 complex	8841, 84962, 2672
6245	Telomerase holoenzyme	7015, 1736, 23293, 55135, 55505, 55651, 54433
6246	BBS4 centriolar satellite complex	5108, 585, 22994
6247	BBS-chaperonin complex	6950, 22948, 7203, 10694, 10575, 10576, 166379, 55212, 79738, 8195
6248	CSF3R-FBXW7-GSK3B complex	2932, 55294, 1441
6249	MIB complex, mitochondrial	10651, 4580, 10989, None, 440574, 125988, 139322, 84303, 79135, 55735, 54927, 25813
6250	LPA(2)-NHERF2-PLC-beta3 complex	5331, 9351, 9170
6251	Shc-ERalpha-IGF-1R complex	2099, 3480, 6464
6253	MYO5B-RAB11A-RAB11FIP2 complex	8766, 22841, 4645
6254	GPC-4.1R-p55 complex	2995, 2035, 4354
6255	MICOS complex, mitochondrial	10989, 440574, 125988, 139322, 84303, 79135, 54927
6257	ANKS6-NEK8-INVS-NPHP3 complex	203286, 27031, 284086, 27130
6259	USH2 complex	7399, 84059, 79955, 25861
6260	MPP7-DLG1-LIN7A complex	8825, 1739, 143098
6261	Histone-2-Histone-4-ASF1A-MCM2 complex	4171, None, None, 25842
6263	MPP7-DLG1-LIN7C complex	1739, 143098, 55327
6264	DLG5-SORBS3-CTNNB1 complex	10174, 1499, 9231
6266	Ubiquitin E3 ligase (CUL3, KLHL3, WNK4)	8452, 65266, 26249
6267	Ubiquitin E3 ligase (CUL3, KLHL3)	8452, 26249
6268	Cullin-RING E3 ubiquitin ligase complex (ASB9, CUL5, TCEB1, TCEB2)	6921, 6923, 8065, 140462
6269	DLL1-CTNNB1-CDH2 complex	28514, 1000, 1499
6274	HEXA-HEXB complex	3073, 3074
6275	HEXB homodimer complex	3074
6277	Rev1-Rev3-Rev7-Polkappa complex	5980, 51426, 51455, 10459
6280	NEDD8-NUB1-NPLOC4-UFD1L complex	4738, 55666, 7353, 51667
6282	G alpha-13-Hax-1-cortactin-Rac complex	10456, 207, 2017, 10672
6283	SIVA1-XIAP-TAK1 complex	10572, 6885, 331
6287	SLC2A1-DMTN-ADD2 complex	6513, 119, 2039
6289	prohibitin 2 complex, mitochondrial	10456, 292, 5245, 7417, 11331
6290	Ubiquitin E3 ligase (DDB1, DYRK2, EDD, VPRBP)	51366, 1642, 8445, 9730
6291	Ubiquitin E3 ligase (DDIT4, DDB1, BTRC, CUL4A)	8451, 1642, 54541, 8945
6292	HAX-1-XIAP complex	10456, 331
6293	DDN-MAGI2-SH3KBP1 complex	23109, 9863, 30011
6294	DDR1-PRKCZ-WWC1 complex	5590, 780, 23286
6295	CR2-CD19 complex	930, 1380
6296	SPATA2-CYLD complex	1540, 9825
6297	GP1BA-VWF complex	7450, 2811
6299	ELK1-SAP1a-EWS-FLI-FLI complex	2002, 2005, 2313, None
6300	CDKN1A-TP53-CDK1-PCNA complex	7157, 983, 1026
6301	tRNA Splicing Ligase Complex	283742, 1653, 79074, 51637, 51493
6302	B-WICH complex	4641, 8467, 23451, 7913, 2074, 10514, 79925, 9188, 9031
6303	DDX11-RAD21-SMC1A-SMC3 complex	5885, 8243, 1663, 9126
6304	DDX11-Ctf18-RFC complex	11169, 5111, 114799, 63922, 1663, 79075
6306	DDX27-PeBoW complex	23481, 23246, 55661, 55759
6307	RAB27A-SLP3-KLC1 transport complex	5873, 3831, 94120
6308	protein complex (DDX28; DHX30; GRSF1; FASTKD2; FASTKD5)	2926, 22907, 60493, 55794, 22868
6310	DEAF1- complex	10522, 2547, 7520
6313	AATF-NGDN-NOL10 complex	25983, 79954, 26574
6314	MSP58-RINT1 complex	60561, 10445
6317	NLRP1 inflammasome (CASP5)	834, 838, 22861, 29108
6321	DLG4-DLGAP1-SHANK3 complex	9229, 1742, 85358
6323	Cardinal-NLRP3 inflammasome	834, 114548, 29108, 22900
6324	Cardinal-NLRP2 inflammasome	834, 55655, 29108, 22900
6332	Elongator complex (ELP1, ELP2, ELP3, ELP4, ELP5, ELP6)	8518, 54859, 55250, 23587, 26610, 55140
6333	Nav1.2-beta2 complex	6327, 6326
6334	Afadin-beta-catenin complex	1499, 4301
6336	CTNNB1-DNMT1 complex	1786, 1499
6337	Amot-cadherin-11-beta-catenin-p120 complex	1500, 1499, 1009, 154796
6339	beta-catenin-B-cell lymphoma 9 protein  complex	607, 1499
6340	PITX2-MLL4-ASH2L-RBBP5-PTIP complex	8085, 5929, 22976, 5308, 9070
6341	GIT1-ARHGEF7-PAK1-PXN complex	5829, 5058, 8874, 28964
6342	JADE1-NPHP4 complex	261734, 79960
6343	SETD7-YAP-AXIN1-beta-catenin complex	8312, 1499, 10413, 80854
6344	TNFR1 signaling complex, native	3551, 1147, 6885, 7124, 7132, 7186, 330, 8737, 10318, 8717, 10454, 55072, 10616, 23118, 8517
6345	ZNF304-corepressor complex	1786, 10155, 9869, 57343
6347	TNF-TNFR1-TRADD-RIP1-TRAF2 complex	7124, 7132, 7186, 8737, 8717
6351	PKP1-ZO-1 complex	7082, 5317
6352	FoxM1-Axin-GSK3beta complex	8312, 2932, 2305
6354	Sox4-beta-catenin-p300 complex	1499, 6659, 2033
6355	Glutamate receptor 1 complex, metabotropic	2911
6356	Glutamate receptor 2 complex, metabotropic	2912
6357	Glutamate receptor 4 complex, metabotropic	2914
6358	Glutamate receptor 7 complex, metabotropic	2917
6359	RHAMM-beta-catenin complex	3161, 1499
6360	Glutamate receptor 8 complex, metabotropic	2918
6362	PDLIM1-E-cadherin-beta-catenin complex	9124, 999, 1499
6363	mGluR2-mGluR4 complex	2912, 2914
6364	OVOL2-beta-catenin-TCF4 complex	6925, 1499, 58495
6365	Synexin-sorcin complex	310, 6717
6367	mGluR2-mGluR7 complex	2912, 2917
6368	mGluR2-mGluR8 complex	2918, 2912
6369	mGluR3-mGluR4 complex	2913, 2914
6370	mGluR3-mGluR7 complex	2917, 2913
6371	mGluR3-mGluR8 complex	2918, 2913
6373	MiDAC complex	3065, 91748, 3066, 116092
6374	Calcineurin-FKBP12 complex	2280, 5534, 5530
6375	PEF1-ALG2 complex	10016, 553115
6381	NPHP1-NPHP4-BCAR1 complex	4867, 261734, 9564
6388	CORVET complex	23355, 9392, 65082, 64601, 55823, 57617
6389	HOPS complex	27072, 65082, 23339, 64601, 55823, 57617
6390	Endosomal targeting complex (VIPAS39-VPS33B)	26276, 63894
6391	KCTD12-GNB1-GNG2 complex	54331, 2782, 115207
6392	KCTD8-GNB1-GNG2 complex	54331, 2782, 386617
6393	KCTD16-GNB1-GNG2 complex	54331, 2782, 57528
6394	CNOT1-CNOT2-CNOT3 complex	23019, 4849, 4848
6395	4E-T-DDX6-CNOT1 complex	23019, 1656, 56478
6396	DNJC3-DNAJB1-HSPA8 complex	3312, 3337, 5611
6402	NMNAT2-HSP90 complex	3320, 23057
6403	MST1-SAV1 complex	6789, 60485
6404	SAV1-STK3 complex	6788, 60485
6405	COX1-MITRAC12-SURF1 complex	4512, 6834, 28958
6410	MITRAC7-COX1 complex	4512, 389203
6411	TRIM31-MAGEA1-NSE4 complex	4100, 11074, 54780
6412	AURKA-HDAC6 cilia-disassembly complex	6790, 10013
6413	PDGFB-PDGFRB complex	5155, 5159
6415	pallidin-Cappuccino-BLOS1 complex	2647, 55330, 26258
6416	dysbindin-Snapin-BLOS2 complex	23557, 282991, 84062
6417	Fibrinogen complex	2243, 2244, 2266
6418	C1q complex	712, 713, 714
6421	DNTTIP1-ZNF541-HDAC1-HDAC2 complex	3065, 3066, 84215, 116092
6422	SETDB1-DNMT3A complex	9869, 1788
6423	SETDB1-DNMT3B complex	9869, 1789
6426	ATF4-CREB1 complex	1385, 468
6428	ATL1 homo-oligomer complex	51062
6429	SPG3A-SPG4-SPG31 complex	51062, 65055, 6683
6430	ATL2-SPG31 complex	64225, 65055
6431	ATL3-SPG31 complex	25923, 65055
6432	TTN-TCAP complex	8557, 7273
6434	MIS18 complex	11339, 55320, 54069
6435	HAUS augmin-like complex	23354, 79441, 54801, 115106, 55559, 93323, 54930, 55142
6436	ATP4A-ATP4B complex	495, 496
6438	SCNN1A-SCNN1B-SCNN1G complex	6337, 6338, 6340
6439	SCNN1B-SCNN1G-SCNN1D complex	6338, 6340, 6339
6440	CHRNA2-CHRNB4 complex	1143, 1135
6441	KIAA0753-FOR20-OFD1 complex	8481, 9851, 123811
6443	SMAR1-HDAC1-SIN3A-SIN3B repressor complex	23309, 3065, 54971, 25942
6444	SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex	23309, 5933, 5934, 3065, 54971, 25942
6445	TIM23(sort) subcomplex (TIMM23, TIMM50), mitochondrial	100287932, 92609
6446	Set/TAF-I beta-TAF-I alpha-PP32 complex	8125, 6418, 6418
6447	HSD3B2-TIMM23-TIMM50-TOMM22 complex	100287932, 3284, 92609, 56993
6450	DJ-1-DJBP-AR complex	367, 64800, 11315
6451	MAK-ACTR-AR complex	367, 4117, 8202
6452	TIMM8A-TIMM13 complex, mitochondrial	1678, 26517
6455	ARL2-TBCD complex	402, 6904
6456	TIM23(sort) subcomplex (TIMM17A, TIMM23), mitochondrial	100287932, 10440
6457	MLL1 core complex	11091, 4297, 5929, 9070
6458	TIM23(sort) subcomplex (TIMM17B, TIMM23), mitochondrial	100287932, 10245
6459	EARP complex	55275, 6293, 55610, 738
6460	MLL2 complex	4221, 8085, 8473, 11168, 3054, 11091, 5929, 84661, 9070, 29915
6461	MLL3 complex	7403, 11091, 23054, 5929, 22976, 58508, 79447, 84661, 9070
6462	MLL1 complex	4221, 8473, 3054, 11091, 4297, 5929, 84661, 9070
6463	GARP complex	55275, 6293, 51542, 738
6466	NINJ1 homo-oligomer complex	4814
6467	MLL4 complex	8085, 7403, 11091, 23054, 5929, 22976, 79447, 84661, 9070
6468	TRAPP complex oligomer	27095, 79090, 6399, 7109, 100128327, 60684, 122553, 126003, 51112, 83696, 51693, 51399, 22878, 58485
6469	Set1A complex	9739, 8473, 3054, 11091, 5929, 80335, 84661, 30827, 9070, 29915
6470	Set1B complex	8473, 3054, 11091, 5929, 80335, 259282, 91272, 84661, 30827, 9070, 23067, 29915
6472	VPS34-VPS15-BECLIN1-UVRAG-BCL2 complex	596, 8678, 5289, 30849, 7405
6473	Mitochondrial calcium uniporter complex	221154, 90550, 10367, 91689, 55013
6474	Cubam complex	8029, 81693
6476	erlin1/2-RNF170 complex	10613, 11160, 81790
6477	ZEB2-KDM1A complex	9839, 23028
6479	Cubilin-intrinsic factor-cobalamin complex	8029, 2694
6481	WASH complex	100287171, 9897, 23325, 51019, 253725
6482	CUL4B-DDB1-DTL-CSN complex	9318, 2873, 8450, 1642, 51514
6483	CAPZalpha-CAPZbeta complex	832, 829
6484	WASH-CAPZalpa/beta complex	100287171, 832, 829, 9897, 23325, 51019, 253725
6485	HIF1alpha-VHL-ElonginB-ElonginC complex	7428, 6921, 6923, 3091
6486	CUL4A-DDB1-DTL complex	8451, 1642, 51514
6487	CUL4B-DDB1-TLE2 complex	7089, 8450, 1642
6488	CUL4A-DDB1-EED complex	8726, 8451, 1642
6489	CUL4A-DDB1-WDR5 complex	11091, 8451, 1642
6490	CUL4B-DDB1-WDR26 complex	8450, 1642, 80232
6491	CUL4A-DDB1-RBBP5 complex	8451, 5929, 1642
6492	CUL4A-DDB1-WDR5B complex	8451, 1642, 54554
6493	CUL4A-DDB1-WDR57 complex	8451, 1642, 9410
6494	CUL4A-DDB1-WDR61 complex	8451, 1642, 80349
6495	CUL4B-DDB1-GRWD1 complex	8450, 1642, 83743
6496	TOM subcomplex (TOMM20, TOMM22), mitochondrial	9804, 56993
6497	TOM complex (TOMM5, TOMM6, TOMM7, TOMM20, TOMM22, TOMM40, TOMM70), mitochondrial	9868, 10452, 9804, 401505, 100188893, 56993, 54543
6498	TOM subcomplex (TOMM7, TOMM22, TOMM40), mitochondrial	10452, 56993, 54543
6499	SOS1-ABI1-EPS8 complex	6654, 2059, 10006
6501	SOS1-ABI1-EPS8L1 complex	6654, 10006, 54869
6502	Estrogen receptor complex (ESR1, EP300, NCOA1)	2099, 2033, 8648
6503	SOS1-ABI1-EPS8L2 complex	6654, 10006, 64787
6504	SOS1-ABI1-EPS8L3 complex	6654, 10006, 79574
6505	ERBB3-SPG1 complex	2065, 3897
6506	ERBB2-SPG1 complex	2064, 3897
6507	SERCA-PLN complex	488, 5350
6509	pERK-vimentin-KPNA2 complex	7431, 5595, 3838
6510	ILK-SERCA2A-PLN complex	488, 5350, 3611
6512	ILK-HSP90-CDC37 complex	3320, 3611, 11140
6513	MAN1-SMAD2 complex	4087, 23592
6514	SLN-ATP2A1 complex	6588, 487
6515	SLN-PLN-SERCA1A complex	6588, 487, 5350
6516	SLN-PLN-SERCA2A complex	6588, 488, 5350
6517	SERCA2a-alphaKAP-CaM-CaMKII complex	801, 488, 3836, 815
6518	CEP164-TTBK2 complex	146057, 22897
6519	CCDC92-CEP164 complex	80212, 22897
6520	Harmonin-SANS complex	124590, 10083
6521	AKT1-FANCI-FANCD2-PHLPP1-PHLPP2-USP1-WDR48 complex	23239, 7398, 207, 23035, 57599, 2177, 55215
6522	Harmonin-CAD23 complex	64072, 10083
6523	Ubiquilin-VCP-erasin complex	7415, 23190, 29979
6524	DZIP1-GLI3 complex	2737, 22873
6525	ATL1-ZFYVE27 complex	118813, 51062
6526	KIF5A-ZFYVE27 complex	3798, 118813
6527	FLRT3-LPHN3-UNC5B complex	219699, 23284, 23767
6528	FLRT3-LPHN3-UNC5D complex	137970, 23284, 23767
6529	FLRT3-LPHN3 complex	23284, 23767
6530	MYO7A-PDZD7 complex	4647, 79955
6531	CEP164-DZIP1 complex	22873, 22897
6532	TSC2-HERC1 complex	7249, 8925
6533	DZIP1-IFT88 complex	8100, 22873
6534	REEP1-ZFYVE27 complex	118813, 65055
6536	REEP5-ZFYVE27 complex	7905, 118813
6538	VAPA -ZFYVE27 complex	118813, 9218
6540	GPX1-SBP1 complex	2876, 8991
6545	DCDC2-MAPK8IP1 complex	51473, 9479
6550	CUL4B-DDB1-TLE1 complex	7088, 8451, 1642
6552	KIF5B -ZFYVE27 complex	3799, 118813
6553	CUL4B-DDB1-TLE3 complex	7090, 8450, 1642
6554	KIF5C-ZFYVE27 complex	3800, 118813
6559	KIF5A-RAB11B-ZFYVE27 complex	3798, 9230, 118813
6561	RAB11A -ZFYVE27 complex	8766, 118813
6562	RAB11B-ZFYVE27 complex	9230, 118813
6563	SURF4-ZFYVE27 complex	6836, 118813
6565	RTN3-ZFYVE27 complex	10313, 118813
6566	VAPB-ZFYVE27 complex	9217, 118813
6567	SWELL1-containing complex	80131, 23507, 55144, 56262, 84230
6568	3M core complex	23363, 9820, 83987
6569	SPAST-ZFYVE27 complex	118813, 6683
6571	KCNE1-KCNH2 complex	3753, 3757
6577	3M complex	23363, 7157, 9978, 9820, 23113, 26259, 83987
6578	KCNE2-KCNH2 complex	3757, 9992
6579	USF1-USF2 complex	7391, 7392
6581	LRRC8A-LRRC8C complex	56262, 84230
6582	LRRC8A-LRRC8D complex	55144, 56262
6583	LRRC8A-LRRC8E complex	80131, 56262
6584	CHRNA9-CHRNA10 complex	57053, 55584
6585	Intraflagellar transport complex A	79809, 57728, 9742, 55764, 57539
6586	VEcad-VEGFR complex	1003, 2324, 3791
6587	CAP-cbl-flotilin complex	10211, 867, 10580
6588	E2F-1-DP-1 complex	1869, 7027
6589	E2F-1-DP-1-cyclinA-CDK2 complex	1017, 8900, 1869, 7027
6590	FOXO3-CBP complex	2309, 1387
6591	Hsp90-p23 complex	3320, 10728
6592	c-Abl-CAS-Abi1 complex	25, 9564, 10006
6594	CCP110-CEP290 complex	80184, 9738
6597	CEP290-IQCB1 complex	80184, 9657
6598	CC2D2A-CEP290 complex	80184, 57545
6599	CTNND1-GLIS2 complex	1500, 84662
6600	NPHP1-PKD1 complex	4867, 5310
6601	BBS1-BBS4-BBS5-PKD1-TTC8 complex	5310, 129880, 582, 123016, 585
6602	AP5-SPG11-SPG15 complex	9907, 91056, 23503, 80208, 55745, 55317
6603	ANKRA2-CCDC8-OBSL1-CUL7 complex	23363, 9820, 83987, 57763
6609	ATL2-ZFYVE27 complex	118813, 64225
6611	NECTIN1-PDZD11 complex	5818, 51248
6612	PDZD11-nectin3 complex	51248, 25945
6613	ATL3-ZFYVE27 complex	118813, 25923
6615	RNT2-SPAST complex	6253, 6683
6616	CADM1-4.1B-MPP3 complex	4356, 23705, 23136
6617	NF2-WWC1 complex	4771, 23286
6618	RhBG-kAE1-ankyrin-G complex	6521, 288, 57127
6619	MGAT1-NGT complex	4245, 23443
6620	MGAT1-SLC35A2(splice variant 2) complex	4245, 7355
6621	NEK2-SAV1-STK3 complex	4751, 6788, 60485
6622	MGAT2-SLC35A3 complex	4247, 23443
6623	MGAT2-SLC35A2(splice variant 2) complex	7355, 4247
6624	MGAT4B-SLC35A3 complex	11282, 23443
6625	MGAT4B-SLC35A2(splice variant 1) complex	7355, 11282
6626	AP5 adaptor complex	9907, 91056, 55745, 55317
6628	MGAT4B-SLC35A2(splice variant 2) complex	7355, 11282
6629	MAGT5-SLC35A3 complex	4249, 23443
6630	MGAT5-SLC352A(splice variant 2) complex	7355, 4249
6634	WDR20-USP12-UAF1 complex	219333, 57599, 91833
6635	WDR20-USP46-UAF1 complex	64854, 57599, 91833
6636	USP12-UAF1 complex	219333, 57599
6637	USP46-UAF1 complex	64854, 57599
6639	CCC-Wash (WASH1, FAM21C) complex	100287171, 28952, 54520, 57020, 170622, 149951, 51122, 150684, 28991, 54939, 54951, 29099, 23412, 253725, 51397
6640	Phosphorylase kinase complex	801, 5255, 5260, 5257
6641	USP22-SAGA complex	10474, 6881, 56970, 93624, 2648, 51616, 23326, 8295
6642	ODC-OAZ1-CCND1 complex	4953, 595, 4946
6643	SAGA complex, GCN5-linked	8464, 10474, 27097, 9913, 100, 6881, 56970, 6883, 6880, 127002, 93624, 55578, 2648, 112869, 51616, 222255, 23326, 8295, 10629
6644	CCDC22-COMMD1-CUL2 complex	28952, 8453, 150684
6645	CCC complex	28952, 54520, 57020, 170622, 149951, 51122, 150684, 28991, 54939, 54951, 29099, 23412, 51397
6646	SMAD2-SMAD4-WWTR1 complex	4089, 4087, 25937
6647	MED15-WWTR1 complex	51586, 25937
6648	KCND3-KCNIP4 complex	80333, 3752
6649	SMAD3-SMAD4-WWTR1 complex	4088, 4089, 25937
6650	KCND3-KCNIP4 complex	80333, 3752
6651	WWTR1-YAP1 complex	10413, 25937
6652	WWTR1 homodimer	25937
6653	EP300-KAT2B-TBX5-WWTR1 complex	2033, 8850, 6910, 25937
6654	KCNJ11-ABCC9 complex	10060, 3767
6655	CTNNB1-TBX5-YAP1 complex	1499, 10413, 6910
6657	ATAC complex, GCN5-linked	6871, 10474, 11091, 1810, 26009, 2648, 112869, 57325, 51562, 55689
6658	CCDC22-COMMD8-CUL1 complex	28952, 8454, 54951
6659	Ubiquitin E3 ligase (CCDC22, COMMD8, CUL3)	28952, 8452, 54951
6660	LATS1-NPHP4 complex	261734, 9113
6661	NEK8-WWTR1 complex	284086, 25937
6664	STAGA complex, SPT3-linked	6314, 8464, 10474, 27097, 9913, 6881, 56970, 6883, 6880, 93624, 55578, 2648, 117143, 112869, 79595, 56943, 23326, 8295, 10629
6665	ATAC complex, YEATS2-linked	6885, 6871, 10474, 11091, 1810, 9898, 26009, 2648, 112869, 57325, 56655, 54107, 51562, 55689
6668	GLIS3-SUFU complex	169792, 51684
6671	PI4K2A-WASH complex	8546, 4734, 832, 1785, 829, 1213, 9897, 23325, 23307, 387680, 9138, 9181, 85440, 55361
6675	PI4K2A-PRDX1 complex	5052, 55361
6676	WWTR1-YWHAQ complex	10971, 25937
6680	CTNNB1-GLIS2 complex	1499, 84662
6681	DVL2-INVS-NPHP4-RPGRIP1L complex	1856, 261734, 23322, 27130
6682	MKS1-TMEM67 complex	91147, 54903
6683	SYNE2-TMEM67 complex	91147, 23224
6684	TNFR2 signaling complex	7124, 7133, None
6685	IL13RA1-TRAF3IP1 complex	3597, 26146
6688	GLIS2-TRIM32 complex	22954, 84662
6689	DTNBP1-TRIM32 complex	22954, 84062
6690	NEDD4-PI4K2A complex	4734, 55361
6691	CLTC-PI4K2A complex	1213, 55361
6692	BLOC1S6-PI4K2A complex	55361, 26258
6693	DVL1-PI4K2A complex	1855, 55361
6695	MKKS-BBS12 complex	166379, 8195
6699	KCNQ1 homotetramer	3784
6701	DVL1-PIP5K1B-PI4K2A complex	1855, 8395, 55361
6702	CXCR2-NHERF1-PLC-beta-3 complex	9368, 3579, 5331
6703	TBCD-tubulin(alpha)-tubulin(beta) complex	203068, 7846, 6904
6704	KCNQ1-KCNE2 complex	3784, 9992
6705	KCNQ1-KCNE3 complex	3784, 10008
6706	CAPN1-HSP90AB1 complex	823, 3326
6707	PIP5K1B-PI4K2A complex	8395, 55361
6708	KCNQ1-KCNE4 complex	3784, 23704
6709	KCNQ1-KCNE5 complex	3784, 23630
6710	Calpain 1	826, 823
6712	KCNQ2-KCNQ3 complex	3786, 3785
6713	TBCD-ARL2-tubulin(beta) complex	203068, 402, 6904
6714	TBCE-TBCB-tubulin(alpha) complex	6905, 7846, 1155
6715	TBCD-ARL2-tubulin(beta)-TBCE complex	203068, 402, 6905, 6904
6716	DLG5-MST1-MST2 complex	6789, 6788, 9231
6717	KCNQ3-KCNQ5 complex	3786, 56479
6718	CALM1-KCNQ4(splice variant hKv7.4a) complex	801, 9132
6719	CALM1-KCNQ4(splice variant hKv7.4b) complex	801, 9132
6720	FILIP1-FLNA complex	2316, 27145
6722	FILIP1-RHOD complex	29984, 27145
6724	RHOD-WHAMM complex	29984, 123720
6725	ARP3-WHAMM complex	10096, 123720
6726	GRASP1-GRIP1 complex	56850, 23426
6728	9-1-1-RHINO complex	5810, 3364, 5883, 83695
6729	IQGAP1-CXCR2 complex	3579, 8826
6730	14-3-3 gamma-CXCR2 complex, unstimulated	3579, 7532
6731	VASP-CXCR2 complex, CXCL8 stimulated	3579, 7408
6732	RHINO-TopBP1 complex	11073, 83695
6733	9b-1-1 complex	5810, 3364, 144715
6734	9b-1b-1 complex	5810, 144715, 135458
6735	SIGMAR1-KCNH2 complex	3757, 10280
6736	PRAME-Cullin2 ubiquitin ligase complex	23532, 8453
6737	H2A-H2B-TDIF2-PCNA complex	5111, 8338, 8349, 30836
6738	PRAME-ElonginBC ubiquitin ligase	23532, 6921, 6923
6740	AURKA-INPP5E complex	6790, 56623
6741	INPP5E-PDE6D-RPGR complex	5147, 6103, 56623
6742	SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex	9775, 4116, 23049, 65109, 26019, 9939
6743	AHI1-NPHP1 heterodimer	4867, 54806
6744	AHI1-HAP1 complex	9001, 54806
